name,price,year,date,mileage,energy,gearbox,color,doors,ratedHorsePower,powerDIN,brand,model
LEXUS UX,29120,2021,17/11/2021,56 592 km,Hybride essence électrique,Automatique,noir metal,5.0,7 CV,(DIN) 152 ch - (moteur) 135 kW,LEXUS,UX
VOLKSWAGEN GOLF VIII,34620,2021,05/11/2021,32 748 km,Essence,Automatique,Urano Gray,5.0,8 CV,(DIN) 150 ch,VOLKSWAGEN,GOLF VIII
PEUGEOT 308 II SW phase 2,15790,2020,29/03/2020,87 036 km,Diesel,Automatique,bleu,5.0,6 CV,(DIN) 131 ch,PEUGEOT,308 II SW phase 2
RENAULT MEGANE IV,17260,2020,09/03/2020,67 770 km,Essence,Manuelle,gris foncé,5.0,6 CV,(DIN) 116 ch,RENAULT,MEGANE IV
IVECO DAILY PLUS,23480,2014,03/08/2014,192 340 km,Diesel,Manuelle,blanc verni,2.0,8 CV,(DIN) 126 ch - (moteur) 93 kW,IVECO,DAILY PLUS
HYUNDAI SANTA FE 3,22030,2015,26/12/2015,89 465 km,Diesel,Automatique,marron metal,5.0,12 CV,(DIN) 197 ch - (moteur) 145 kW,HYUNDAI,SANTA FE 3
AUDI SQ5 II,55980,2019,21/06/2019,37 654 km,Essence,Automatique,gris,5.0,24 CV,(DIN) 354 ch,AUDI,SQ5 II
VOLKSWAGEN TIGUAN II phase 2,38480,2023,20/11/2023,11 000 km,Essence,Manuelle,ROUGE ROI,5.0,7 CV,(DIN) 131 ch,VOLKSWAGEN,TIGUAN II phase 2
SKODA SUPERB 3 COMBI,28180,2020,09/11/2020,98 839 km,Diesel,Manuelle,bleu,4.0,8 CV,(DIN) 150 ch,SKODA,SUPERB 3 COMBI
PEUGEOT EXPERT II FOURGON,13110,2009,03/08/2009,183 750 km,Diesel,Manuelle,blanc verni,4.0,5 CV,(DIN) 90 ch - (moteur) 66 kW,PEUGEOT,EXPERT II FOURGON
VOLVO XC60 II,58060,2021,05/12/2021,53 259 km,Hybride essence électrique,Automatique,noir metal,5.0,17 CV,(DIN) 303 ch - (moteur) 287 kW,VOLVO,XC60 II
VOLKSWAGEN GOLF VIII,36070,2024,15/08/2024,5 550 km,Essence,Automatique,Rouge,5.0,7 CV,(DIN) 131 ch,VOLKSWAGEN,GOLF VIII
VOLKSWAGEN POLO V phase 2,10240,2017,02/01/2018,211 803 km,Essence,Manuelle,gris foncé metal,5.0,5 CV,(DIN) 90 ch - (moteur) 66 kW,VOLKSWAGEN,POLO V phase 2
CITROEN C3 PICASSO phase 2,12380,2014,22/07/2014,93 062 km,Essence,Manuelle,bleu,5.0,7 CV,(DIN) 120 ch,CITROEN,C3 PICASSO phase 2
FIAT 500 (3E GENERATION),18330,2024,24/05/2024,11 km,Hybride essence électrique,Manuelle,blanc,3.0,4 CV,(DIN) 70 ch,FIAT,500 (3E GENERATION)
TOYOTA YARIS III phase 3,14410,2020,23/08/2020,36 630 km,Essence,Manuelle,blanc,5.0,4 CV,(DIN) 72 ch,TOYOTA,YARIS III phase 3
MERCEDES CLASSE A IV,25900,2019,07/11/2019,68 842 km,Diesel,Automatique,gris clair,5.0,6 CV,(DIN) 116 ch,MERCEDES,CLASSE A IV
CITROEN GRAND C4 SPACETOURER,21830,2021,23/09/2021,110 380 km,Diesel,Manuelle,gris,5.0,7 CV,(DIN) 130 ch,CITROEN,GRAND C4 SPACETOURER
MERCEDES CLASSE A IV,37480,2019,02/12/2019,46 190 km,Essence,Automatique,MOUNTAINGRAU - MET.,,8 CV,(DIN) 163 ch,MERCEDES,CLASSE A IV
MERCEDES CLASSE C IV SW,27880,2020,17/10/2020,91 392 km,Diesel,Automatique,gris metal,5.0,7 CV,(DIN) 122 ch - (moteur) 90 kW,MERCEDES,CLASSE C IV SW
TESLA MODEL X,93990,2020,04/09/2020,62 580 km,Electrique,Automatique,gris foncé,5.0,10 CV,(DIN) 476 ch,TESLA,MODEL X
JAGUAR F-PACE,34210,2019,11/01/2020,99 733 km,Diesel,Automatique,noir,5.0,15 CV,(DIN) 240 ch,JAGUAR,F-PACE
JAGUAR XKR II,39980,2008,09/12/2008,141 875 km,Essence,Automatique,gris clair metal,3.0,32 CV,(DIN) 416 ch,JAGUAR,XKR II
MERCEDES CLASSE B II,15570,2013,13/08/2013,74 200 km,Essence,Manuelle,marron metal,5.0,7 CV,(DIN) 122 ch - (moteur) 90 kW,MERCEDES,CLASSE B II
CITROEN C5 AIRCROSS phase 2,34860,2023,06/06/2023,5 km,Diesel,Manuelle,noir,5.0,7 CV,(DIN) 131 ch,CITROEN,C5 AIRCROSS phase 2
RENAULT KANGOO II EXPRESS phase 2,14480,2020,08/01/2021,123 023 km,Diesel,Manuelle,blanc,4.0,5 CV,(DIN) 90 ch,RENAULT,KANGOO II EXPRESS phase 2
AUDI A4 V AVANT phase 3,42330,2022,20/03/2022,32 957 km,Essence,Automatique,noir,5.0,8 CV,(DIN) 150 ch,AUDI,A4 V AVANT phase 3
BMW X5 G05,99180,2022,06/10/2022,34 100 km,Hybride essence électrique,Automatique,noir,5.0,17 CV,(DIN) 394 ch,BMW,X5 G05
SUBARU LEVORG phase 2,33770,2022,04/06/2022,31 481 km,Essence,Automatique,bleu,5.0,9 CV,(DIN) 150 ch,SUBARU,LEVORG phase 2
MERCEDES-AMG GT phase 2,210670,2021,07/06/2021,22 196 km,Essence,Automatique,Argent Iridium Métallisée,2.0,47 CV,(DIN) 557 ch - (moteur) 410 kW,MERCEDES-AMG,GT phase 2
PORSCHE 911 TYPE 991 CABRIOLET phase 2,142740,2018,02/03/2018,38 982 km,Essence,Manuelle,noir,2.0,26 CV,(DIN) 370 ch,PORSCHE,911 TYPE 991 CABRIOLET phase 2
FIAT 500 III,29820,2022,08/05/2022,19 188 km,Electrique,Automatique,noir,3.0,3 CV,(DIN) 120 ch - (moteur) 87 kW,FIAT,500 III
VOLVO XC40,45010,2023,16/03/2023,33 665 km,Essence,Automatique,rouge metal,5.0,9 CV,(DIN) 163 ch - (moteur) 120 kW,VOLVO,XC40
BMW SERIE 5 E61 TOURING phase 2,11780,2010,02/12/2010,243 513 km,Diesel,Manuelle,gris foncé metal,5.0,10 CV,(DIN) 177 ch - (moteur) 130 kW,BMW,SERIE 5 E61 TOURING phase 2
PORSCHE 911 TYPE 991 CABRIOLET phase 2,188970,2018,04/03/2018,22 814 km,Essence,Automatique,noir metal,2.0,34 CV,(DIN) 450 ch - (moteur) 331 kW,PORSCHE,911 TYPE 991 CABRIOLET phase 2
OPEL CORSA VI,15210,2022,06/01/2023,40 181 km,Essence,Manuelle,BLEU,5.0,5 CV,(DIN) 101 ch,OPEL,CORSA VI
PEUGEOT PARTNER 2 TEPEE,17690,2018,24/06/2018,64 687 km,Diesel,Manuelle,blanc,5.0,5 CV,(DIN) 100 ch,PEUGEOT,PARTNER 2 TEPEE
RENAULT ESPACE V,22920,2017,20/04/2017,151 280 km,Diesel,Automatique,noir metal,5.0,8 CV,(DIN) 161 ch - (moteur) 118 kW,RENAULT,ESPACE V
VOLKSWAGEN POLO VI,14240,2019,29/12/2019,182 280 km,Diesel,Manuelle,gris,5.0,4 CV,(DIN) 80 ch,VOLKSWAGEN,POLO VI
CITROEN C3 (3E GENERATION),23670,2024,08/12/2024,593 km,Essence,Manuelle,rouge,5.0,6 CV,(DIN) 110 ch,CITROEN,C3 (3E GENERATION)
LAND ROVER DEFENDER II,25640,2001,21/10/2001,311 360 km,Diesel,Manuelle,blanc verni,2.0,8 CV,(DIN) 130 ch - (moteur) 83 kW,LAND,ROVER DEFENDER II
AUDI Q2,26140,2020,27/05/2020,35 960 km,Essence,Manuelle,gris,5.0,6 CV,(DIN) 116 ch,AUDI,Q2
SKODA KODIAQ,31900,2019,27/04/2019,73 188 km,Essence,Manuelle,brun,5.0,8 CV,(DIN) 150 ch,SKODA,KODIAQ
CITROEN C3 III phase 2,17580,2022,02/11/2022,33 953 km,Essence,Manuelle,blanc,5.0,4 CV,(DIN) 83 ch,CITROEN,C3 III phase 2
FORD RANGER III phase 2,45490,2020,01/09/2020,30 750 km,Diesel,Automatique,noir,2.0,11 CV,(DIN) 200 ch,FORD,RANGER III phase 2
RENAULT CLIO V,16820,2022,27/01/2023,74 040 km,Bicarburation essence GPL,Manuelle,gris titanium,5.0,5 CV,(DIN) 101 ch,RENAULT,CLIO V
AUDI RS5 II,81510,2019,06/12/2019,9 540 km,Essence,Automatique,blanc metal,2.0,34 CV,(DIN) 450 ch - (moteur) 331 kW,AUDI,RS5 II
CITROEN C3 III,15970,2019,16/09/2019,52 521 km,Essence,Manuelle,gris,5.0,4 CV,(DIN) 82 ch,CITROEN,C3 III
PORSCHE 911 TYPE 991 phase 2,138630,2018,04/10/2018,57 720 km,Essence,Automatique,noir verni,2.0,30 CV,(DIN) 420 ch - (moteur) 309 kW,PORSCHE,911 TYPE 991 phase 2
SEAT IBIZA V phase 2,23290,2023,13/02/2023,26 085 km,Essence,Manuelle,noir,5.0,6 CV,(DIN) 110 ch,SEAT,IBIZA V phase 2
DACIA LOGAN II,10760,2017,29/06/2017,78 658 km,Essence,Manuelle,noir,4.0,5 CV,(DIN) 90 ch,DACIA,LOGAN II
RENAULT TRAFIC III phase 2,37000,2024,20/06/2024,1 km,Diesel,Manuelle,blanc,4.0,7 CV,(DIN) 131 ch,RENAULT,TRAFIC III phase 2
CITROEN C3 III phase 2,16370,2021,15/09/2021,38 420 km,Essence,Manuelle,BLANC,5.0,4 CV,(DIN) 83 ch,CITROEN,C3 III phase 2
SMART FORTWO III CABRIO,19600,2019,29/07/2019,41 929 km,Essence,Automatique,gris clair metal,3.0,5 CV,(DIN) 90 ch - (moteur) 66 kW,SMART,FORTWO III CABRIO
BMW X2 F39,35310,2019,06/02/2019,79 956 km,Diesel,Automatique,gris,5.0,10 CV,(DIN) 190 ch,BMW,X2 F39
PEUGEOT 308 II,16660,2016,29/05/2016,63 481 km,Essence,Automatique,blanc,5.0,7 CV,(DIN) 131 ch,PEUGEOT,308 II
PEUGEOT 308 (3E GENERATION),35650,2023,18/05/2023,17 548 km,Essence,Automatique,gris,5.0,7 CV,(DIN) 130 ch,PEUGEOT,308 (3E GENERATION)
PEUGEOT 308 II phase 2,30760,2023,23/07/2023,12 098 km,Diesel,Manuelle,GRIS ARTENSE,5.0,7 CV,(DIN) 131 ch,PEUGEOT,308 II phase 2
JEEP GRAND CHEROKEE IV phase 3,59360,2019,30/11/2019,87 346 km,Essence,Automatique,blanc,5.0,27 CV,(DIN) 352 ch,JEEP,GRAND CHEROKEE IV phase 3
RENAULT CAPTUR II,29320,2022,07/05/2022,45 612 km,Hybride essence électrique,Automatique,bleu,5.0,5 CV,(DIN) 93 ch,RENAULT,CAPTUR II
CITROEN C3 (3E GENERATION),21760,2023,19/08/2023,20 390 km,Essence,Automatique,blanc,5.0,6 CV,(DIN) 110 ch - (moteur) 81 kW,CITROEN,C3 (3E GENERATION)
RENAULT ARKANA,42680,2023,29/11/2023,12 km,Hybride essence électrique,Automatique,noir,5.0,5 CV,(DIN) 94 ch,RENAULT,ARKANA
AUDI Q3 II,40240,2021,11/08/2021,91 118 km,Diesel,Automatique,BLANC,5.0,8 CV,(DIN) 150 ch,AUDI,Q3 II
OPEL CORSA VI,17740,2022,12/11/2022,23 444 km,Essence,Manuelle,bleu,5.0,4 CV,(DIN) 75 ch,OPEL,CORSA VI
PEUGEOT 208 II,21160,2022,14/06/2022,44 205 km,Essence,Manuelle,gris,5.0,5 CV,(DIN) 102 ch - (moteur) 75 kW,PEUGEOT,208 II
VOLKSWAGEN T-ROC,32380,2021,22/08/2021,55 800 km,Essence,Automatique,noir,5.0,8 CV,(DIN) 150 ch,VOLKSWAGEN,T-ROC
MINI III JCW 3P,30380,2019,12/07/2019,76 264 km,Essence,Automatique,rouge,3.0,13 CV,(DIN) 231 ch,MINI,III JCW 3P
DS 7 CROSSBACK,43540,2020,26/10/2020,93 969 km,Hybride essence électrique,Automatique,BLANC NACRE,5.0,9 CV,(DIN) 200 ch,DS,7 CROSSBACK
PEUGEOT 5008 II phase 2,44820,2023,10/12/2023,12 390 km,Diesel,Automatique,P. M. Gris Platinium,5.0,7 CV,(DIN) 131 ch,PEUGEOT,5008 II phase 2
VOLKSWAGEN GOLF VIII,34620,2021,05/11/2021,32 748 km,Essence,Automatique,Urano Gray,5.0,8 CV,(DIN) 150 ch,VOLKSWAGEN,GOLF VIII
OPEL CORSA VI,17190,2022,23/04/2022,26 647 km,Essence,Manuelle,rouge,5.0,5 CV,(DIN) 100 ch,OPEL,CORSA VI
BMW X2 F39,25170,2019,16/01/2020,145 589 km,Diesel,Automatique,gris,5.0,8 CV,(DIN) 150 ch,BMW,X2 F39
FIAT TIPO 2,20860,2022,24/08/2022,8 615 km,Essence,Manuelle,gris,5.0,5 CV,(DIN) 100 ch,FIAT,TIPO 2
RENAULT CLIO 5,18650,2022,24/06/2022,9 061 km,Essence,Manuelle,gris,5.0,5 CV,(DIN) 90 ch,RENAULT,CLIO 5
BMW SERIE 5 G30,49890,2019,26/09/2019,73 196 km,Diesel,Automatique,Bleu,4.0,15 CV,(DIN) 265 ch,BMW,SERIE 5 G30
VOLKSWAGEN GOLF 7 SW ALLTRACK,36950,2021,19/12/2021,59 082 km,Diesel,Automatique,gris,5.0,10 CV,(DIN) 184 ch,VOLKSWAGEN,GOLF 7 SW ALLTRACK
AUDI A3 IV SPORTBACK,43530,2023,14/02/2023,19 942 km,Essence,Automatique,Manhattangrau Metallic,5.0,8 CV,(DIN) 150 ch,AUDI,A3 IV SPORTBACK
AUDI Q5 II SPORTBACK phase 2,66520,2022,15/04/2022,62 664 km,Diesel,Automatique,NOIR MYTHIC METALLISE,,11 CV,(DIN) 204 ch,AUDI,Q5 II SPORTBACK phase 2
VOLKSWAGEN CADDY II,11530,2016,20/05/2016,161 403 km,Diesel,Manuelle,gris metal,5.0,5 CV,(DIN) 75 ch - (moteur) 55 kW,VOLKSWAGEN,CADDY II
LAND ROVER DISCOVERY V,44440,2018,21/02/2018,130 999 km,Diesel,Automatique,GRIS,5.0,15 CV,(DIN) 241 ch,LAND,ROVER DISCOVERY V
AUDI A5 SPORTBACK II,33330,2018,05/08/2018,118 085 km,Essence,Automatique,gris metal,5.0,15 CV,(DIN) 252 ch - (moteur) 185 kW,AUDI,A5 SPORTBACK II
PEUGEOT 508 II phase 2,39980,2023,07/07/2023,33 485 km,Essence,Automatique,GRIS PLATINIUM,5.0,7 CV,(DIN) 131 ch,PEUGEOT,508 II phase 2
PEUGEOT 208 II,20490,2021,15/11/2021,50 706 km,Essence,Manuelle,gris foncé,5.0,5 CV,(DIN) 101 ch,PEUGEOT,208 II
MERCEDES GLS AMG,79080,2018,08/07/2018,128 707 km,Essence,Automatique,noir metal,5.0,51 CV,(DIN) 585 ch - (moteur) 430 kW,MERCEDES,GLS AMG
RENAULT CLIO V,24980,2024,25/01/2025,13 km,Essence,Manuelle,rouge,5.0,5 CV,(DIN) 91 ch,RENAULT,CLIO V
RENAULT MEGANE 4,19760,2020,15/05/2020,36 681 km,Essence,Manuelle,gris,5.0,7 CV,(DIN) 140 ch - (moteur) 103 kW,RENAULT,MEGANE 4
MERCEDES CLASSE A IV,37480,2019,02/12/2019,46 190 km,Essence,Automatique,MOUNTAINGRAU - MET.,,8 CV,(DIN) 163 ch,MERCEDES,CLASSE A IV
VOLKSWAGEN PASSAT 8 SW,27340,2020,28/09/2020,79 725 km,Diesel,Manuelle,noir,5.0,8 CV,(DIN) 150 ch,VOLKSWAGEN,PASSAT 8 SW
PEUGEOT 3008 (2E GENERATION),30960,2023,29/06/2023,1 178 km,Essence,Manuelle,noir,5.0,7 CV,(DIN) 130 ch,PEUGEOT,3008 (2E GENERATION)
AUDI Q3 II,52380,2019,21/08/2019,50 431 km,Essence,Automatique,blanc,5.0,14 CV,(DIN) 230 ch,AUDI,Q3 II
SUZUKI VITARA 4,27710,2024,14/06/2024,11 km,Hybride essence électrique,Manuelle,gris,5.0,7 CV,(DIN) 129 ch,SUZUKI,VITARA 4
CITROEN C3 AIRCROSS phase 2,32180,2024,07/01/2025,4 428 km,Essence,Automatique,noir,5.0,7 CV,(DIN) 131 ch,CITROEN,C3 AIRCROSS phase 2
RENAULT CLIO V,13440,2021,05/04/2021,84 530 km,Diesel,Manuelle,platine,5.0,4 CV,(DIN) 86 ch,RENAULT,CLIO V
BMW X1 U11,40560,2023,10/10/2023,30 317 km,Essence,Automatique,gris,5.0,7 CV,(DIN) 136 ch,BMW,X1 U11
AUDI RS6 III AVANT phase 2,67180,2016,06/09/2016,155 680 km,Essence,Automatique,bleu,5.0,47 CV,(DIN) 560 ch,AUDI,RS6 III AVANT phase 2
FORD TRANSIT CUSTOM II phase 2,35980,2022,23/07/2022,30 360 km,Diesel,Manuelle,gris metal,4.0,7 CV,(DIN) 130 ch - (moteur) 96 kW,FORD,TRANSIT CUSTOM II phase 2
BMW SERIE 4 F36 GRAN COUPE,30220,2018,07/06/2018,68 232 km,Diesel,Automatique,bleu,5.0,10 CV,(DIN) 190 ch,BMW,SERIE 4 F36 GRAN COUPE
RENAULT CAPTUR II,27040,2021,09/09/2021,52 763 km,Diesel,Automatique,gris,5.0,6 CV,(DIN) 116 ch,RENAULT,CAPTUR II
AUDI SQ5 phase 2,48840,2017,24/07/2017,87 690 km,Diesel,Automatique,noir verni,5.0,21 CV,(DIN) 327 ch - (moteur) 240 kW,AUDI,SQ5 phase 2
CITROEN DS3 phase 2,11580,2015,14/02/2015,102 761 km,Essence,Manuelle,violet metal,3.0,4 CV,(DIN) 82 ch - (moteur) 60 kW,CITROEN,DS3 phase 2
PEUGEOT 2008 II,30830,2023,15/04/2023,11 732 km,Diesel,Manuelle,GRIS PLATINIUM,5.0,6 CV,(DIN) 110 ch,PEUGEOT,2008 II
PORSCHE PANAMERA II SPORT TURISMO,158210,2019,15/03/2019,76 939 km,Hybride essence électrique,Automatique,argent,5.0,42 CV,(DIN) 550 ch,PORSCHE,PANAMERA II SPORT TURISMO
PEUGEOT 3008 II,22590,2017,10/05/2017,111 539 km,Essence,Manuelle,metallic copper,5.0,7 CV,(DIN) 131 ch,PEUGEOT,3008 II
OPEL CORSA VI,15210,2022,06/01/2023,40 181 km,Essence,Manuelle,BLEU,5.0,5 CV,(DIN) 101 ch,OPEL,CORSA VI
MINI III 3P phase 2,33630,2022,23/03/2022,15 660 km,Electrique,Automatique,gris metal,3.0,5 CV,(DIN) 102 ch - (moteur) 135 kW,MINI,III 3P phase 2
RENAULT ESPACE V,16820,2016,12/04/2016,150 290 km,Diesel,Automatique,noir metal,5.0,8 CV,(DIN) 161 ch - (moteur) 118 kW,RENAULT,ESPACE V
BMW X1 U11,37950,2023,09/01/2024,16 581 km,Essence,Automatique,blanc,5.0,7 CV,(DIN) 136 ch,BMW,X1 U11
SUZUKI IGNIS III phase 2,20120,2023,30/11/2023,245 km,Essence,Automatique,PREMIUM SILVER METAL,5.0,4 CV,(DIN) 83 ch,SUZUKI,IGNIS III phase 2
CITROEN C5 AIRCROSS phase 2,27190,2024,21/12/2024,11 km,Essence,Manuelle,bleu,5.0,7 CV,(DIN) 131 ch,CITROEN,C5 AIRCROSS phase 2
JEEP COMPASS II phase 2,36230,2022,15/09/2022,60 100 km,Diesel,Manuelle,BLANC,5.0,7 CV,(DIN) 131 ch,JEEP,COMPASS II phase 2
PEUGEOT 308 II phase 2,14360,2016,28/07/2016,129 098 km,Diesel,Automatique,gris metal,5.0,7 CV,(DIN) 150 ch - (moteur) 110 kW,PEUGEOT,308 II phase 2
CITROEN C5 AIRCROSS phase 2,32470,2024,17/01/2025,1 km,Essence,Manuelle,blanc,5.0,7 CV,(DIN) 131 ch,CITROEN,C5 AIRCROSS phase 2
RENAULT MEGANE IV,18470,2020,11/12/2020,100 187 km,Essence,Automatique,bleu,5.0,7 CV,(DIN) 140 ch,RENAULT,MEGANE IV
MINI COUNTRYMAN II,23430,2018,13/11/2018,92 662 km,Diesel,Automatique,noir,5.0,8 CV,(DIN) 150 ch,MINI,COUNTRYMAN II
VOLKSWAGEN GOLF VIII GTI,55560,2022,28/01/2023,25 404 km,Essence,Automatique,blanc verni,5.0,19 CV,(DIN) 300 ch - (moteur) 221 kW,VOLKSWAGEN,GOLF VIII GTI
PEUGEOT E-208 II,27100,2022,12/04/2022,20 724 km,Electrique,Automatique,gris,5.0,4 CV,(DIN) 78 ch,PEUGEOT,E-208 II
OPEL CROSSLAND X,19820,2020,29/12/2020,37 263 km,Essence,Manuelle,Gris Minéral,5.0,5 CV,(DIN) 110 ch,OPEL,CROSSLAND X
RENAULT SCENIC IV,21840,2020,02/04/2020,57 120 km,Essence,Manuelle,beige,5.0,8 CV,(DIN) 140 ch,RENAULT,SCENIC IV
LYNK & CO 01,42360,2022,23/11/2022,26 875 km,Hybride essence électrique,Automatique,noir metal,5.0,10 CV,(DIN) 261 ch - (moteur) 192 kW,LYNK,& CO 01
MINI COUNTRYMAN II,34480,2018,14/08/2018,63 480 km,Essence,Automatique,gris foncé,5.0,11 CV,(DIN) 192 ch,MINI,COUNTRYMAN II
CITROEN C3 III phase 2,16370,2021,15/09/2021,38 420 km,Essence,Manuelle,BLANC,5.0,4 CV,(DIN) 83 ch,CITROEN,C3 III phase 2
RENAULT SCENIC IV,17240,2020,07/02/2020,70 236 km,Diesel,Manuelle,platine,5.0,6 CV,(DIN) 120 ch,RENAULT,SCENIC IV
FIAT 500 C II phase 2,17430,2020,14/12/2020,60 715 km,Essence,Automatique,blanc,3.0,4 CV,(DIN) 69 ch,FIAT,500 C II phase 2
PEUGEOT 308 II phase 2,23770,2017,06/07/2017,46 400 km,Diesel,Automatique,blanc nacre,5.0,7 CV,(DIN) 150 ch - (moteur) 110 kW,PEUGEOT,308 II phase 2
AUDI Q5 II phase 2,71960,2022,12/02/2022,55 559 km,Hybride essence électrique,Automatique,gris,5.0,16 CV,(DIN) 367 ch,AUDI,Q5 II phase 2
PORSCHE 911 TYPE 992,158050,2020,01/07/2020,32 689 km,Essence,Automatique,vert,2.0,34 CV,(DIN) 450 ch,PORSCHE,911 TYPE 992
PEUGEOT 308 II phase 2,19190,2018,27/07/2018,31 527 km,Diesel,Manuelle,violet metal,5.0,5 CV,(DIN) 120 ch - (moteur) 88 kW,PEUGEOT,308 II phase 2
PORSCHE CAYENNE III COUPE,93480,2020,08/01/2021,54 947 km,Essence,Automatique,noir metal,5.0,23 CV,(DIN) 340 ch - (moteur) 250 kW,PORSCHE,CAYENNE III COUPE
FORD KUGA III,34650,2022,07/02/2022,51 150 km,Diesel,Automatique,gris anthracite metal,5.0,6 CV,(DIN) 120 ch - (moteur) 88 kW,FORD,KUGA III
MAZDA CX-5 II phase 2,31840,2020,21/12/2020,82 094 km,Diesel,Automatique,GRIS CLAIRE,5.0,10 CV,(DIN) 184 ch,MAZDA,CX-5 II phase 2
JEEP COMPASS II phase 2,46780,2024,06/02/2024,3 276 km,Hybride essence électrique,Automatique,noir metal,5.0,7 CV,(DIN) 130 ch - (moteur) 96 kW,JEEP,COMPASS II phase 2
DS 7 CROSSBACK,39550,2020,12/08/2020,24 388 km,Essence,Automatique,NOIR,5.0,10 CV,(DIN) 181 ch,DS,7 CROSSBACK
OPEL CORSA VI,19230,2022,24/06/2022,46 738 km,Essence,Manuelle,noir metal,5.0,5 CV,(DIN) 101 ch - (moteur) 74 kW,OPEL,CORSA VI
PEUGEOT 308 III,34180,2023,14/09/2023,6 428 km,Diesel,Automatique,rouge,5.0,7 CV,(DIN) 131 ch,PEUGEOT,308 III
OPEL ASTRA V SPORTS TOURER phase 2,21800,2021,14/01/2022,33 608 km,Diesel,Automatique,Gris Minéral,5.0,6 CV,(DIN) 122 ch,OPEL,ASTRA V SPORTS TOURER phase 2
CITROEN BERLINGO II phase 3,15240,2018,27/07/2018,106 542 km,Diesel,Manuelle,blanc,4.0,5 CV,(DIN) 99 ch,CITROEN,BERLINGO II phase 3
VOLKSWAGEN POLO VI,20120,2022,25/08/2022,52 989 km,Essence,Manuelle,gris nacre,5.0,5 CV,(DIN) 95 ch - (moteur) 70 kW,VOLKSWAGEN,POLO VI
VOLKSWAGEN GOLF VIII,34620,2021,05/11/2021,32 748 km,Essence,Automatique,Urano Gray,5.0,8 CV,(DIN) 150 ch,VOLKSWAGEN,GOLF VIII
AUDI A1 II SPORTBACK,37180,2023,26/02/2023,23 322 km,Essence,Automatique,rouge,5.0,6 CV,(DIN) 110 ch,AUDI,A1 II SPORTBACK
CITROEN C3 AIRCROSS,20140,2022,05/03/2022,103 721 km,Diesel,Manuelle,orange,5.0,6 CV,(DIN) 110 ch,CITROEN,C3 AIRCROSS
PEUGEOT E-208 II,34420,2021,22/09/2021,64 924 km,Electrique,Automatique,bleu,5.0,4 CV,(DIN) 78 ch,PEUGEOT,E-208 II
OPEL CORSA VI,23180,2021,07/06/2021,28 324 km,Essence,Automatique,blanc verni,5.0,5 CV,(DIN) 101 ch - (moteur) 74 kW,OPEL,CORSA VI
SUZUKI VITARA 4,27460,2023,19/07/2023,11 km,Hybride essence électrique,Manuelle,bleu,5.0,7 CV,(DIN) 129 ch,SUZUKI,VITARA 4
CITROEN C4 CACTUS,14500,2018,14/06/2018,61 323 km,Essence,Manuelle,blanc metal,5.0,4 CV,(DIN) 82 ch - (moteur) 60 kW,CITROEN,C4 CACTUS
PEUGEOT 208 (2E GENERATION),28610,2023,28/06/2023,7 997 km,Essence,Automatique,blanc,5.0,7 CV,(DIN) 130 ch,PEUGEOT,208 (2E GENERATION)
AUDI Q5 II phase 2,55660,2023,21/12/2023,8 222 km,Diesel,Automatique,noir,5.0,9 CV,(DIN) 163 ch,AUDI,Q5 II phase 2
MINI III 3P,17960,2018,25/08/2018,82 557 km,Essence,Automatique,gris verni,3.0,5 CV,(DIN) 102 ch - (moteur) 75 kW,MINI,III 3P
PEUGEOT 2008 II,29040,2021,21/07/2021,44 159 km,Essence,Automatique,noir metal,5.0,7 CV,(DIN) 131 ch - (moteur) 96 kW,PEUGEOT,2008 II
VOLKSWAGEN TOURAN III,27130,2019,15/03/2019,92 748 km,Essence,Automatique,gris metal,5.0,8 CV,(DIN) 150 ch - (moteur) 110 kW,VOLKSWAGEN,TOURAN III
AUDI A5 SPORTBACK II phase 2,54030,2023,20/07/2023,13 236 km,Essence,Automatique,Bleu,5.0,8 CV,(DIN) 150 ch,AUDI,A5 SPORTBACK II phase 2
AUDI Q3 II SPORTBACK,56980,2023,10/02/2023,16 426 km,Hybride essence électrique,Automatique,blanc,5.0,8 CV,(DIN) 245 ch,AUDI,Q3 II SPORTBACK
KIA EV6,58810,2022,24/07/2022,9 435 km,Electrique,Automatique,rouge,5.0,4 CV,(DIN) 229 ch,KIA,EV6
MERCEDES CLASSE A IV,37480,2019,02/12/2019,46 190 km,Essence,Automatique,MOUNTAINGRAU - MET.,,8 CV,(DIN) 163 ch,MERCEDES,CLASSE A IV
NISSAN MICRA 5,15990,2020,11/01/2021,44 956 km,Essence,Manuelle,orange,5.0,5 CV,(DIN) 90 ch,NISSAN,MICRA 5
PEUGEOT 208 (2E GENERATION),18770,2023,22/02/2023,20 340 km,Essence,Manuelle,rouge,5.0,4 CV,(DIN) 75 ch - (moteur) 55 kW,PEUGEOT,208 (2E GENERATION)
MINI MINI II COUPE,11750,2014,31/12/2014,81 581 km,Essence,Manuelle,noir,3.0,6 CV,(DIN) 122 ch,MINI,MINI II COUPE
PEUGEOT 2008 II,29350,2021,05/06/2021,39 272 km,Essence,Automatique,orange,5.0,7 CV,(DIN) 131 ch,PEUGEOT,2008 II
VOLVO XC90 II phase 2,79840,2022,28/03/2022,47 528 km,Hybride essence électrique,Automatique,gris metal,5.0,19 CV,(DIN) 303 ch - (moteur) 287 kW,VOLVO,XC90 II phase 2
